status_id,machine_id,timestamp,temperature,vibration,operating_hours,previous_failures,days_since_maintenance,current_workload,failure_within_24h
650,M3,2025-12-11T02:00:00,71.0,2.54,217.9,1,74.4,0.6,1
651,M3,2025-12-11T08:00:00,60.7,2.43,5280.4,3,36.8,0.79,0
652,M3,2025-12-11T14:00:00,60.5,4.22,4011.4,1,87.1,0.89,1
653,M3,2025-12-11T20:00:00,65.3,0.86,1402.0,2,25.6,0.34,0
654,M3,2025-12-12T02:00:00,62.1,2.13,5723.2,1,47.8,0.57,0
655,M3,2025-12-12T08:00:00,68.3,4.13,1370.4,0,15.7,0.76,0
656,M3,2025-12-12T14:00:00,63.9,3.2,3504.3,2,9.2,0.96,0
657,M3,2025-12-12T20:00:00,58.6,2.58,4632.7,1,80.9,0.59,0
658,M3,2025-12-13T02:00:00,66.2,0.57,152.6,0,82.7,0.69,0
659,M3,2025-12-13T08:00:00,54.6,2.75,5725.1,2,21.3,0.69,0
660,M3,2025-12-13T14:00:00,62.0,0.53,3348.7,0,34.1,0.69,1
661,M3,2025-12-13T20:00:00,66.0,3.07,4347.8,4,38.2,0.36,0
662,M3,2025-12-14T02:00:00,66.1,3.07,3086.6,1,39.9,0.71,0
663,M3,2025-12-14T08:00:00,71.4,2.47,5098.9,0,24.5,0.38,0
664,M3,2025-12-14T14:00:00,62.2,2.13,4886.4,1,48.3,0.81,0
665,M3,2025-12-14T20:00:00,60.6,3.03,3333.5,2,3.0,0.82,0
666,M3,2025-12-15T02:00:00,62.8,2.22,5853.7,1,53.2,0.6,0
667,M3,2025-12-15T08:00:00,70.6,1.68,976.5,1,64.2,0.97,0
668,M3,2025-12-15T14:00:00,47.6,3.43,1332.5,2,17.7,0.59,0
669,M3,2025-12-15T20:00:00,62.2,2.69,918.1,1,19.9,0.52,0
670,M3,2025-12-16T02:00:00,69.6,2.46,4931.5,0,66.9,0.77,1
671,M3,2025-12-16T08:00:00,78.9,2.84,632.1,1,81.0,0.93,0
672,M3,2025-12-16T14:00:00,58.3,4.45,3182.3,3,64.2,0.48,1
673,M3,2025-12-16T20:00:00,61.7,1.79,1039.4,2,76.5,0.62,0
674,M3,2025-12-17T02:00:00,60.5,3.84,5454.4,0,59.7,0.86,1
675,M3,2025-12-17T08:00:00,68.9,1.09,3089.6,1,82.7,0.98,0
676,M3,2025-12-17T14:00:00,64.2,2.34,1041.2,2,54.4,0.69,0
677,M3,2025-12-17T20:00:00,67.2,2.22,3428.5,1,57.7,0.89,0
678,M3,2025-12-18T02:00:00,64.3,1.5,780.5,0,63.6,0.97,0
679,M3,2025-12-18T08:00:00,62.1,2.13,839.6,1,11.7,0.81,0
680,M3,2025-12-18T14:00:00,68.2,2.62,573.4,2,19.7,0.55,0
681,M3,2025-12-18T20:00:00,61.4,3.21,1773.0,0,3.6,0.99,0
682,M3,2025-12-19T02:00:00,69.3,2.53,145.4,3,12.3,0.8,0
683,M3,2025-12-19T08:00:00,73.5,1.99,617.5,3,69.2,0.74,0
684,M3,2025-12-19T14:00:00,64.1,3.59,1811.2,4,62.9,0.5,0
685,M3,2025-12-19T20:00:00,76.0,1.69,5529.4,2,35.9,0.4,1
686,M3,2025-12-20T02:00:00,66.9,1.8,627.4,1,35.7,0.46,0
687,M3,2025-12-20T08:00:00,58.9,1.69,2974.4,6,15.7,0.81,0
688,M3,2025-12-20T14:00:00,56.8,2.67,4996.2,2,41.4,0.32,1
689,M3,2025-12-20T20:00:00,69.0,1.86,5488.0,2,76.3,0.63,0
690,M3,2025-12-21T02:00:00,67.5,2.05,3422.8,2,83.0,0.55,0
691,M3,2025-12-21T08:00:00,58.6,2.04,1969.9,3,55.3,0.37,0
692,M3,2025-12-21T14:00:00,65.8,3.08,4498.1,1,37.8,0.47,0
693,M3,2025-12-21T20:00:00,68.0,1.52,5889.5,3,75.2,0.64,0
694,M3,2025-12-22T02:00:00,57.9,2.28,4590.9,3,69.6,0.9,1
695,M3,2025-12-22T08:00:00,70.8,3.3,5539.7,2,47.3,0.58,0
696,M3,2025-12-22T14:00:00,72.7,2.28,3041.0,2,45.0,0.63,0
697,M3,2025-12-22T20:00:00,60.7,2.23,3006.0,1,51.0,0.78,0
698,M3,2025-12-23T02:00:00,67.8,2.75,5455.7,0,6.6,0.95,1
699,M3,2025-12-23T08:00:00,44.0,0.96,812.2,0,88.0,0.48,0
700,M3,2025-12-23T14:00:00,57.1,1.19,5056.2,1,53.6,0.76,0
701,M3,2025-12-23T20:00:00,64.0,2.54,156.3,2,7.8,0.56,0
702,M3,2025-12-24T02:00:00,59.1,2.06,3910.9,0,63.7,0.81,0
703,M3,2025-12-24T08:00:00,36.8,2.42,1991.2,1,50.9,0.93,0
704,M3,2025-12-24T14:00:00,58.5,2.73,4408.8,1,27.6,0.37,0
705,M3,2025-12-24T20:00:00,49.8,3.32,1682.8,1,38.3,0.41,0
706,M3,2025-12-25T02:00:00,64.3,2.82,1781.7,3,17.7,0.56,0
707,M3,2025-12-25T08:00:00,68.7,0.63,3686.4,0,11.6,0.7,0
708,M3,2025-12-25T14:00:00,56.6,2.27,4259.0,3,7.1,0.56,0
709,M3,2025-12-25T20:00:00,58.0,1.91,1959.1,1,57.8,0.53,0
710,M3,2025-12-26T02:00:00,60.0,1.09,3345.4,3,42.2,0.9,0
711,M3,2025-12-26T08:00:00,64.6,3.13,1946.5,0,29.0,0.79,0
712,M3,2025-12-26T14:00:00,60.7,1.2,363.7,1,45.3,0.4,0
713,M3,2025-12-26T20:00:00,54.6,3.65,5711.3,1,6.1,0.81,1
714,M3,2025-12-27T02:00:00,56.9,4.07,4844.4,2,48.5,0.84,1
715,M3,2025-12-27T08:00:00,65.8,1.25,4504.6,1,6.6,0.75,0
716,M3,2025-12-27T14:00:00,55.9,2.78,272.1,1,30.7,0.47,0
717,M3,2025-12-27T20:00:00,66.8,2.72,1693.2,2,74.7,0.95,0
718,M3,2025-12-28T02:00:00,52.8,2.91,3591.3,2,24.7,0.8,0
719,M3,2025-12-28T08:00:00,75.1,4.82,2373.3,1,77.5,0.71,1
720,M3,2025-12-28T14:00:00,69.3,3.06,754.2,1,48.7,0.8,1
721,M3,2025-12-28T20:00:00,64.0,2.64,3250.7,0,73.6,0.68,0
722,M3,2025-12-29T02:00:00,60.7,2.18,3597.7,1,22.5,0.35,0
723,M3,2025-12-29T08:00:00,53.6,3.13,744.3,1,27.3,0.78,1
724,M3,2025-12-29T14:00:00,73.3,2.41,5109.9,1,34.0,0.98,0
725,M3,2025-12-29T20:00:00,58.0,1.53,947.0,0,4.1,0.88,0
726,M3,2025-12-30T02:00:00,61.0,2.0,3708.5,1,21.9,0.65,0
727,M3,2025-12-30T08:00:00,43.1,2.57,2156.2,0,32.0,0.83,0
728,M3,2025-12-30T14:00:00,71.2,1.37,4966.2,2,54.7,0.44,1
729,M3,2025-12-30T20:00:00,62.9,3.38,4282.4,1,82.5,0.71,1
730,M3,2025-12-31T02:00:00,64.7,1.58,5448.6,1,23.8,0.86,1
731,M3,2025-12-31T08:00:00,79.9,3.76,2074.1,2,67.7,0.39,0
732,M3,2025-12-31T14:00:00,60.6,3.56,1709.6,0,83.8,0.51,1
733,M3,2025-12-31T20:00:00,72.3,1.81,655.5,1,74.9,0.69,0
734,M3,2026-01-01T02:00:00,56.3,2.32,3243.9,2,70.8,0.35,0
735,M3,2026-01-01T08:00:00,58.5,3.43,3018.3,0,32.4,0.94,0
736,M3,2026-01-01T14:00:00,82.6,2.56,3573.9,1,23.5,0.88,0
737,M3,2026-01-01T20:00:00,64.7,2.11,2018.3,0,21.2,0.49,0
738,M3,2026-01-02T02:00:00,58.2,1.82,2797.1,2,41.4,0.94,0
739,M3,2026-01-02T08:00:00,64.8,1.76,4678.8,2,62.9,0.86,0
740,M3,2026-01-02T14:00:00,67.6,3.57,4474.3,2,56.0,0.32,0
741,M3,2026-01-02T20:00:00,68.9,1.26,1774.5,0,5.7,0.87,0
742,M3,2026-01-03T02:00:00,74.0,2.24,3293.5,1,48.8,0.56,0
743,M3,2026-01-03T08:00:00,74.7,1.77,3426.5,1,31.5,0.36,1
744,M3,2026-01-03T14:00:00,61.5,3.38,597.4,2,51.6,0.31,1
745,M3,2026-01-03T20:00:00,49.4,2.15,260.5,5,44.5,0.88,0
746,M3,2026-01-04T02:00:00,66.4,2.54,2215.7,0,5.7,0.63,0
747,M3,2026-01-04T08:00:00,58.0,2.83,4997.5,2,54.4,0.41,0
748,M3,2026-01-04T14:00:00,54.8,2.67,1211.1,2,64.7,0.81,1
749,M3,2026-01-04T20:00:00,68.2,3.38,1699.3,1,81.6,0.57,0
750,M3,2026-01-05T02:00:00,58.5,4.11,913.4,2,47.4,0.74,0
751,M4,2025-11-03T20:00:00,78.2,2.4,3895.9,1,4.0,0.98,0
752,M4,2025-11-04T02:00:00,66.0,2.31,1081.8,0,35.7,0.69,0
753,M4,2025-11-04T08:00:00,66.7,1.68,5943.7,2,45.3,0.41,0
754,M4,2025-11-04T14:00:00,56.9,2.39,1400.0,0,78.6,0.43,0
755,M4,2025-11-04T20:00:00,65.0,2.03,805.8,0,71.0,0.95,0
756,M4,2025-11-05T02:00:00,67.3,3.5,4249.1,3,13.5,0.87,1
757,M4,2025-11-05T08:00:00,69.0,3.27,544.3,3,0.2,0.39,0
758,M4,2025-11-05T14:00:00,63.4,0.75,797.7,1,32.0,0.91,0
759,M4,2025-11-05T20:00:00,68.9,1.11,3056.5,0,0.6,0.96,0
760,M4,2025-11-06T02:00:00,73.5,2.83,966.8,2,15.1,0.81,0
761,M4,2025-11-06T08:00:00,69.8,2.9,5678.1,0,23.9,0.53,1
762,M4,2025-11-06T14:00:00,63.3,3.6,3686.3,1,78.5,0.66,1
763,M4,2025-11-06T20:00:00,64.1,3.32,4716.8,2,87.5,0.45,1
764,M4,2025-11-07T02:00:00,66.6,2.54,2710.4,0,67.4,0.83,0
765,M4,2025-11-07T08:00:00,69.2,2.27,4982.0,2,19.7,0.55,0
766,M4,2025-11-07T14:00:00,67.3,3.04,2621.8,2,48.6,0.77,1
767,M4,2025-11-07T20:00:00,69.5,3.94,3508.3,1,13.5,0.87,0
768,M4,2025-11-08T02:00:00,70.1,3.41,910.0,0,44.9,0.66,0
769,M4,2025-11-08T08:00:00,71.6,2.95,1928.6,3,67.4,0.85,0
770,M4,2025-11-08T14:00:00,66.0,2.23,3520.3,2,41.1,0.98,0
771,M4,2025-11-08T20:00:00,62.8,2.64,2939.0,1,12.2,0.47,1
772,M4,2025-11-09T02:00:00,61.9,3.6,5444.7,2,80.8,0.63,0
773,M4,2025-11-09T08:00:00,78.7,1.95,1662.3,0,37.1,0.65,0
774,M4,2025-11-09T14:00:00,71.7,3.65,3197.5,0,29.7,0.6,0
775,M4,2025-11-09T20:00:00,50.8,2.98,1833.7,2,58.2,0.95,0
776,M4,2025-11-10T02:00:00,65.5,2.36,1117.2,3,72.6,0.44,1
777,M4,2025-11-10T08:00:00,69.0,1.03,4317.6,2,34.6,0.87,0
778,M4,2025-11-10T14:00:00,63.4,3.55,5873.3,1,10.8,0.31,0
779,M4,2025-11-10T20:00:00,48.3,1.77,1055.7,2,19.6,0.9,0
780,M4,2025-11-11T02:00:00,77.5,3.92,5206.7,0,81.7,0.65,1
781,M4,2025-11-11T08:00:00,56.8,1.7,4715.2,1,50.7,0.97,0
782,M4,2025-11-11T14:00:00,65.1,2.96,2148.6,0,74.0,0.85,0
783,M4,2025-11-11T20:00:00,51.5,2.92,5801.9,3,13.9,0.32,1
784,M4,2025-11-12T02:00:00,59.8,2.97,419.0,0,59.9,0.96,0
785,M4,2025-11-12T08:00:00,63.3,0.95,4279.0,3,70.5,0.59,0
786,M4,2025-11-12T14:00:00,83.8,1.83,5195.2,4,7.0,0.6,0
787,M4,2025-11-12T20:00:00,67.5,2.13,257.9,3,55.5,0.84,0
788,M4,2025-11-13T02:00:00,70.4,3.06,757.3,2,64.2,0.33,1
789,M4,2025-11-13T08:00:00,67.1,2.07,4243.5,4,1.3,0.74,0
790,M4,2025-11-13T14:00:00,62.3,2.81,5625.5,0,70.9,0.93,0
791,M4,2025-11-13T20:00:00,75.3,4.18,3954.4,1,12.3,0.8,0
792,M4,2025-11-14T02:00:00,68.4,1.56,2684.8,2,82.1,0.94,0
793,M4,2025-11-14T08:00:00,61.5,0.9,279.3,0,43.6,0.34,0
794,M4,2025-11-14T14:00:00,69.6,1.57,4956.3,0,8.0,0.85,0
795,M4,2025-11-14T20:00:00,58.3,4.04,1967.5,2,64.5,0.62,1
796,M4,2025-11-15T02:00:00,58.4,3.11,3880.3,4,2.5,0.38,0
797,M4,2025-11-15T08:00:00,59.9,3.54,2110.2,2,87.4,0.66,1
798,M4,2025-11-15T14:00:00,78.0,1.99,3019.3,5,12.1,0.64,0
799,M4,2025-11-15T20:00:00,69.7,2.3,3760.6,1,35.5,0.93,0
800,M4,2025-11-16T02:00:00,55.7,0.9,2374.6,5,78.9,0.83,0
801,M4,2025-11-16T08:00:00,54.2,2.4,3359.3,2,66.6,0.65,0
802,M4,2025-11-16T14:00:00,63.3,2.4,3877.2,1,29.7,0.56,0
803,M4,2025-11-16T20:00:00,68.1,3.49,4503.0,1,28.1,0.35,0
804,M4,2025-11-17T02:00:00,63.1,3.16,3563.2,1,57.6,0.89,0
805,M4,2025-11-17T08:00:00,64.3,3.06,511.1,0,40.7,0.45,1
806,M4,2025-11-17T14:00:00,70.4,3.18,972.5,2,65.8,0.41,0
807,M4,2025-11-17T20:00:00,64.9,2.75,5861.0,1,71.2,0.93,0
808,M4,2025-11-18T02:00:00,66.4,2.39,5664.4,0,28.1,0.4,0
809,M4,2025-11-18T08:00:00,63.2,2.66,372.4,0,3.4,0.32,0
810,M4,2025-11-18T14:00:00,49.0,2.41,1896.4,4,0.0,0.33,0
811,M4,2025-11-18T20:00:00,61.7,1.69,4816.3,4,10.3,0.68,0
812,M4,2025-11-19T02:00:00,62.2,2.38,5143.7,2,17.5,0.52,0
813,M4,2025-11-19T08:00:00,73.2,2.68,1075.6,0,67.8,0.67,0
814,M4,2025-11-19T14:00:00,68.6,1.8,5496.3,1,18.7,0.47,1
815,M4,2025-11-19T20:00:00,60.4,2.12,1656.2,1,28.8,0.64,0
816,M4,2025-11-20T02:00:00,56.0,2.94,1657.3,0,6.5,0.78,0
817,M4,2025-11-20T08:00:00,66.3,2.53,3659.8,0,21.0,0.73,1
818,M4,2025-11-20T14:00:00,65.4,3.14,4392.8,1,6.8,0.56,0
819,M4,2025-11-20T20:00:00,69.1,1.61,2443.3,1,26.8,0.49,0
820,M4,2025-11-21T02:00:00,61.6,2.52,990.7,2,67.6,0.76,0
821,M4,2025-11-21T08:00:00,64.6,1.39,1049.8,1,49.4,0.94,1
822,M4,2025-11-21T14:00:00,64.9,2.8,992.4,2,45.0,0.4,0
823,M4,2025-11-21T20:00:00,69.9,2.59,4197.3,2,69.4,0.84,1
824,M4,2025-11-22T02:00:00,68.8,1.78,5920.7,3,77.9,0.75,0
825,M4,2025-11-22T08:00:00,80.7,3.35,5878.0,1,0.3,0.78,1
826,M4,2025-11-22T14:00:00,57.6,1.85,282.5,2,56.2,0.41,0
827,M4,2025-11-22T20:00:00,63.8,1.86,4370.5,2,3.4,0.67,0
828,M4,2025-11-23T02:00:00,55.6,2.45,3285.8,2,32.5,0.65,0
829,M4,2025-11-23T08:00:00,64.0,2.94,1828.4,1,69.7,0.31,0
830,M4,2025-11-23T14:00:00,63.8,2.47,946.9,4,62.9,0.8,0
831,M4,2025-11-23T20:00:00,66.7,3.45,5878.2,0,86.6,0.48,0
832,M4,2025-11-24T02:00:00,62.3,2.15,3554.8,1,2.9,0.71,0
833,M4,2025-11-24T08:00:00,77.3,2.36,5651.6,3,31.4,0.57,0
834,M4,2025-11-24T14:00:00,66.7,3.17,5767.2,4,67.8,0.47,1
835,M4,2025-11-24T20:00:00,76.4,2.3,286.7,3,35.6,0.81,0
836,M4,2025-11-25T02:00:00,55.1,1.44,3606.8,0,68.2,0.49,0
837,M4,2025-11-25T08:00:00,61.7,2.18,4627.4,0,23.4,0.67,0
838,M4,2025-11-25T14:00:00,79.7,2.56,4782.5,0,7.4,0.47,0
839,M4,2025-11-25T20:00:00,60.2,1.03,4485.7,0,10.6,0.37,0
840,M4,2025-11-26T02:00:00,60.2,2.23,4735.8,2,45.3,0.33,0
841,M4,2025-11-26T08:00:00,55.4,1.92,4175.1,1,84.5,0.33,0
842,M4,2025-11-26T14:00:00,66.5,1.95,2422.4,1,20.3,0.88,0
843,M4,2025-11-26T20:00:00,51.6,2.24,4141.3,1,6.8,0.69,0
844,M4,2025-11-27T02:00:00,61.2,2.62,5246.5,2,7.8,1.0,0
845,M4,2025-11-27T08:00:00,65.2,2.79,333.9,4,6.4,0.94,0
846,M4,2025-11-27T14:00:00,74.6,5.06,5850.6,4,76.3,0.65,1
847,M4,2025-11-27T20:00:00,68.7,2.65,370.6,3,36.6,0.84,1
848,M4,2025-11-28T02:00:00,59.3,1.91,2553.4,2,12.2,0.34,0
849,M4,2025-11-28T08:00:00,62.0,1.37,5861.1,1,23.0,0.77,0
850,M4,2025-11-28T14:00:00,66.5,1.97,2558.2,1,67.3,0.87,0
851,M4,2025-11-28T20:00:00,59.6,3.18,1898.8,3,26.0,0.83,0
852,M4,2025-11-29T02:00:00,65.3,2.72,3060.9,0,25.3,0.76,0
853,M4,2025-11-29T08:00:00,55.8,0.98,2635.2,2,80.0,0.59,0
854,M4,2025-11-29T14:00:00,54.9,3.47,1650.4,2,89.8,0.37,0
855,M4,2025-11-29T20:00:00,63.0,2.65,2706.9,0,75.7,0.86,0
856,M4,2025-11-30T02:00:00,53.4,2.69,773.4,3,72.1,0.81,0
857,M4,2025-11-30T08:00:00,73.6,2.23,680.6,2,66.4,0.63,0
858,M4,2025-11-30T14:00:00,67.3,2.45,1280.1,0,85.7,0.84,0
859,M4,2025-11-30T20:00:00,66.8,2.72,1647.8,0,49.9,0.48,0
860,M4,2025-12-01T02:00:00,70.5,3.61,2578.5,3,59.5,0.39,1
861,M4,2025-12-01T08:00:00,67.0,4.15,859.8,1,82.2,0.49,1
862,M4,2025-12-01T14:00:00,58.2,3.39,2159.8,2,10.7,0.78,0
863,M4,2025-12-01T20:00:00,71.7,2.15,1048.8,1,79.1,0.84,0
864,M4,2025-12-02T02:00:00,70.8,3.1,3955.0,1,9.4,0.51,0
865,M4,2025-12-02T08:00:00,59.6,2.38,4313.8,3,86.1,0.49,0
866,M4,2025-12-02T14:00:00,57.1,2.22,732.4,5,54.7,0.92,0
867,M4,2025-12-02T20:00:00,72.5,2.91,3062.9,2,68.9,0.74,0
868,M4,2025-12-03T02:00:00,65.4,2.68,175.5,1,43.3,0.43,0
869,M4,2025-12-03T08:00:00,49.8,1.72,4570.5,1,84.2,0.44,0
870,M4,2025-12-03T14:00:00,70.8,2.68,1986.3,4,31.9,0.63,1
871,M4,2025-12-03T20:00:00,71.9,2.26,130.6,1,50.6,0.66,0
872,M4,2025-12-04T02:00:00,43.8,2.23,3604.3,1,56.7,0.56,1
873,M4,2025-12-04T08:00:00,59.7,3.18,2063.0,1,24.3,0.88,0
874,M4,2025-12-04T14:00:00,53.2,2.0,411.9,3,39.9,0.81,0
875,M4,2025-12-04T20:00:00,64.3,2.22,4656.3,0,81.3,0.63,0
876,M4,2025-12-05T02:00:00,54.3,2.72,2094.4,1,31.1,0.87,0
877,M4,2025-12-05T08:00:00,76.1,3.86,4031.4,0,50.5,0.88,1
878,M4,2025-12-05T14:00:00,69.9,3.75,2596.2,0,21.4,0.75,0
879,M4,2025-12-05T20:00:00,75.2,3.6,1843.7,0,17.9,0.51,0
880,M4,2025-12-06T02:00:00,78.7,1.64,5277.1,2,76.1,0.49,0
881,M4,2025-12-06T08:00:00,57.6,2.37,5260.7,1,20.9,0.91,0
882,M4,2025-12-06T14:00:00,68.3,3.52,1312.2,1,86.3,0.83,1
883,M4,2025-12-06T20:00:00,73.1,2.98,1723.4,3,84.1,0.59,0
884,M4,2025-12-07T02:00:00,61.3,2.87,1929.8,0,39.4,0.42,0
885,M4,2025-12-07T08:00:00,69.5,1.83,2774.7,1,18.4,0.69,0
886,M4,2025-12-07T14:00:00,58.6,2.49,841.1,1,36.3,0.38,0
887,M4,2025-12-07T20:00:00,57.9,3.68,1454.6,2,51.4,0.68,0
888,M4,2025-12-08T02:00:00,61.8,2.8,2354.5,1,80.4,0.77,0
889,M4,2025-12-08T08:00:00,61.8,2.3,5132.7,2,85.7,0.83,0
890,M4,2025-12-08T14:00:00,78.2,1.4,2399.0,2,14.9,0.79,0
891,M4,2025-12-08T20:00:00,66.3,2.53,3757.7,0,31.1,0.92,0
892,M4,2025-12-09T02:00:00,66.6,3.3,1155.1,3,74.0,0.65,0
893,M4,2025-12-09T08:00:00,58.0,2.62,767.8,1,38.5,0.76,0
894,M4,2025-12-09T14:00:00,63.8,1.81,869.4,2,19.5,0.6,0
895,M4,2025-12-09T20:00:00,69.6,1.98,4230.5,0,39.8,0.44,0
896,M4,2025-12-10T02:00:00,70.1,3.49,1247.8,0,75.9,0.44,1
897,M4,2025-12-10T08:00:00,62.0,3.59,1678.2,1,50.2,0.53,0
898,M4,2025-12-10T14:00:00,58.4,1.91,4053.1,2,28.3,0.65,0
899,M4,2025-12-10T20:00:00,65.6,3.71,869.8,1,71.1,0.46,0
900,M4,2025-12-11T02:00:00,63.2,1.44,3149.9,2,36.7,0.56,0
901,M4,2025-12-11T08:00:00,80.2,2.53,5035.1,0,47.7,0.62,1
902,M4,2025-12-11T14:00:00,63.1,1.33,5451.8,2,9.8,0.9,1
903,M4,2025-12-11T20:00:00,58.0,3.5,621.9,0,40.7,0.51,0
904,M4,2025-12-12T02:00:00,51.9,2.89,1636.8,0,23.4,0.9,0
905,M4,2025-12-12T08:00:00,72.2,2.67,1518.4,0,44.6,0.33,1
906,M4,2025-12-12T14:00:00,75.4,2.09,3402.7,2,63.5,0.56,1
907,M4,2025-12-12T20:00:00,56.7,2.41,2828.5,2,9.5,0.43,0
908,M4,2025-12-13T02:00:00,59.2,2.89,546.2,2,42.6,0.8,0
909,M4,2025-12-13T08:00:00,70.0,3.53,3137.4,3,45.5,0.68,0
910,M4,2025-12-13T14:00:00,71.6,2.17,1985.2,3,17.1,0.44,1
911,M4,2025-12-13T20:00:00,74.0,1.59,705.1,2,68.2,0.51,0
912,M4,2025-12-14T02:00:00,74.7,3.19,2919.1,1,52.3,0.54,0
913,M4,2025-12-14T08:00:00,49.6,2.81,1065.5,1,63.4,0.93,0
914,M4,2025-12-14T14:00:00,72.5,3.77,3939.2,3,32.6,0.95,1
915,M4,2025-12-14T20:00:00,71.5,3.54,5796.0,5,66.9,0.69,1
916,M4,2025-12-15T02:00:00,63.3,2.53,2627.8,3,76.8,0.84,0
917,M4,2025-12-15T08:00:00,79.3,1.82,4161.1,1,79.9,0.96,1
918,M4,2025-12-15T14:00:00,59.8,2.71,1086.5,1,10.3,0.96,0
919,M4,2025-12-15T20:00:00,63.1,3.97,3511.2,1,34.9,0.68,0
920,M4,2025-12-16T02:00:00,62.5,2.25,5260.7,2,54.4,0.93,1
921,M4,2025-12-16T08:00:00,75.4,2.27,4877.0,0,32.7,0.47,0
922,M4,2025-12-16T14:00:00,67.0,1.52,5187.9,2,2.5,0.6,0
923,M4,2025-12-16T20:00:00,71.9,2.11,1803.1,2,16.3,1.0,0
924,M4,2025-12-17T02:00:00,85.0,2.65,3067.3,0,60.0,0.37,0
925,M4,2025-12-17T08:00:00,72.8,1.98,3065.4,4,48.1,0.91,1
926,M4,2025-12-17T14:00:00,43.9,2.38,4457.0,1,11.7,0.33,0
927,M4,2025-12-17T20:00:00,58.2,2.82,5705.2,6,38.9,0.32,0
928,M4,2025-12-18T02:00:00,63.2,2.13,2484.5,3,32.6,0.58,0
929,M4,2025-12-18T08:00:00,62.5,0.6,1252.2,4,71.0,0.33,0
930,M4,2025-12-18T14:00:00,55.0,2.8,4131.6,2,30.9,0.58,0
931,M4,2025-12-18T20:00:00,65.6,2.29,4183.1,1,70.7,0.91,0
932,M4,2025-12-19T02:00:00,67.8,2.53,2555.9,1,30.8,0.87,0
933,M4,2025-12-19T08:00:00,65.3,3.87,2731.7,0,49.5,0.65,0
934,M4,2025-12-19T14:00:00,75.9,0.88,5831.6,1,26.2,0.77,0
935,M4,2025-12-19T20:00:00,56.5,3.87,1956.2,0,32.3,0.41,1
936,M4,2025-12-20T02:00:00,72.0,3.69,4885.0,3,82.7,0.65,1
937,M4,2025-12-20T08:00:00,62.2,2.74,4992.3,1,11.9,0.92,0
938,M4,2025-12-20T14:00:00,62.3,2.4,4352.3,1,60.5,0.54,0
939,M4,2025-12-20T20:00:00,61.9,2.8,4156.0,1,2.1,0.85,0
940,M4,2025-12-21T02:00:00,59.1,2.51,1980.2,1,15.4,0.41,0
941,M4,2025-12-21T08:00:00,59.1,2.61,5952.6,2,88.9,0.92,0
942,M4,2025-12-21T14:00:00,77.6,1.07,1149.9,1,80.0,0.43,0
943,M4,2025-12-21T20:00:00,66.1,1.53,1408.5,3,39.8,0.77,0
944,M4,2025-12-22T02:00:00,59.0,3.74,5158.1,1,68.0,0.77,1
945,M4,2025-12-22T08:00:00,59.2,3.35,5960.2,0,74.6,0.67,0
946,M4,2025-12-22T14:00:00,77.2,1.96,5140.1,1,28.8,0.76,0
947,M4,2025-12-22T20:00:00,60.1,1.66,4649.0,0,30.3,0.71,0
948,M4,2025-12-23T02:00:00,66.9,3.1,4755.4,1,66.9,0.41,0
949,M4,2025-12-23T08:00:00,79.0,2.42,4589.9,1,38.8,0.75,0
950,M4,2025-12-23T14:00:00,73.8,3.11,2075.7,1,68.5,0.8,0
951,M4,2025-12-23T20:00:00,55.5,2.2,1816.0,1,15.8,0.84,0
952,M4,2025-12-24T02:00:00,70.7,3.8,2813.1,3,72.4,0.66,0
953,M4,2025-12-24T08:00:00,58.2,3.53,4905.2,0,79.9,0.87,0
954,M4,2025-12-24T14:00:00,61.9,2.76,1097.9,1,53.8,0.61,0
955,M4,2025-12-24T20:00:00,69.3,3.15,4233.9,1,63.8,0.8,0
956,M4,2025-12-25T02:00:00,56.2,4.49,426.5,2,49.1,0.76,1
957,M4,2025-12-25T08:00:00,67.5,2.01,493.4,0,73.6,0.87,0
958,M4,2025-12-25T14:00:00,61.2,3.08,4887.5,1,69.8,0.36,0
959,M4,2025-12-25T20:00:00,67.7,2.54,3718.8,0,61.2,0.77,0
960,M4,2025-12-26T02:00:00,63.0,2.85,3065.2,1,25.3,0.62,0
961,M4,2025-12-26T08:00:00,68.5,3.16,1698.6,0,32.2,0.58,0
962,M4,2025-12-26T14:00:00,75.3,4.64,4188.7,0,39.3,0.36,1
963,M4,2025-12-26T20:00:00,41.8,1.96,3346.3,1,86.2,0.44,0
964,M4,2025-12-27T02:00:00,64.9,0.74,5446.1,1,69.0,0.51,1
965,M4,2025-12-27T08:00:00,70.2,1.83,2234.4,3,2.0,0.92,0
966,M4,2025-12-27T14:00:00,68.5,4.59,1452.9,1,59.3,0.56,0
967,M4,2025-12-27T20:00:00,72.9,2.53,4869.5,1,60.3,0.74,0
968,M4,2025-12-28T02:00:00,61.7,2.83,1839.4,0,32.9,0.91,0
969,M4,2025-12-28T08:00:00,66.3,2.71,2587.5,3,17.6,0.98,0
970,M4,2025-12-28T14:00:00,73.7,1.94,574.6,2,21.6,0.45,0
971,M4,2025-12-28T20:00:00,58.9,1.99,5526.8,3,62.1,0.79,0
972,M4,2025-12-29T02:00:00,55.8,1.97,1024.4,2,46.0,0.83,0
973,M4,2025-12-29T08:00:00,73.2,1.72,197.3,0,23.6,0.84,0
974,M4,2025-12-29T14:00:00,65.0,2.14,2854.4,2,22.9,0.79,0
